characters_araber;Araber
sequences_a13_kabine_archaeologe_fenster_use_1#3;[The Arab looks up.]
spokentexts_a13_kabine_archaeologe_fenster_use_1_st_2;The roof could be my escape route.
sequences_a13_kabine_archaeologe_fenster_use_1#5;[The Arab pulls himself out of the window, then turns to the window frame.]
sequences_a13_kabine_archaeologe_fenster_use_2#1;[The Arab climbs on the window, during the window scene appears.]
texts_a13_kabine_archaeologe_gepaeck_mo_ex_1;Examine the luggage
texts_a13_kabine_archaeologe_gepaeck_mo_ex_2;Search the luggage
spokentexts_a13_kabine_archaeologe_gepaeck_ex_1_st_1;Professor Lucien seems to travel light. The baroness' luggage takes up half a freight car!
spokentexts_a13_kabine_archaeologe_gepaeck_ex_2_st_1;I don't think that the suitcase or the bag contain anything that could help me out. I'd better leave as little evidence as possible.
texts_a13_kabine_archaeologe_handtuch_mo_ex_1;Examine the towel
texts_a13_kabine_archaeologe_handtuch_mo_inventar;Towel
texts_a13_kabine_archaeologe_handtuch_mo_take_1;Take the towel
spokentexts_a13_kabine_archaeologe_handtuch_ex_1_st_1;Professor Lucien hasn't slept a single night in the cabin yet. The towel is unused.
spokentexts_a13_kabine_archaeologe_handtuch_ex_2_st_1;I twisted the towel to make it into a sort of rope. You have to be able to improvise, as my master used to say.
sequences_a13_kabine_archaeologe_handtuch_take_1#1;[The Arab takes the towel, looks at it.]
spokentexts_a13_kabine_archaeologe_handtuch_take_1_st_1;Hmm. If I twisted it...
sequences_a13_kabine_archaeologe_handtuch_take_1#3;"[The Arab turns the towel into a ""rope"".]"
spokentexts_a13_kabine_archaeologe_handtuch_take_1_st_2;Then I'd have a sort of rope!
sequences_a13_kabine_archaeologe_handtuch_take_1#5;"[The Arab lowers the ""rope"" and pluggs one end into his pocket.]"
texts_a13_kabine_archaeologe_schluesselbund_mo_inventar;Keychain
spokentexts_a13_kabine_archaeologe_schluesselbund_ex_1_st_1;There are several special keys on the keychain. This one should open the cabin door from outside.
spokentexts_a13_kabine_archaeologe_schluesselbund_ex_1_st_2;Lucky for me that I have the key and the people outside don't. That way, the locked door will keep them at bay a little while longer.
spokentexts_a13_kabine_archaeologe_schluesselbund_ex_2_st_1;You can guess by looking at the conductor's keychain that it's been through a lot. I doubt there are many keys that have travelled as much as these.
texts_a13_kabine_archaeologe_spiegel_mo_ex_1__2;Look in the mirror
spokentexts_a13_kabine_archaeologe_spiegel_ex_1_st_1;My god!
spokentexts_a13_kabine_archaeologe_spiegel_ex_1_st_2;I barely look like myself!
spokentexts_a13_kabine_archaeologe_spiegel_ex_2_st_1;I'm not as good as the Raven at slipping into other roles.
spokentexts_a13_kabine_archaeologe_spiegel_ex_2_st_2;He's had decades to perfect it.
spokentexts_a13_kabine_archaeologe_spiegel_ex_2_st_4_direction;makes himself courage
spokentexts_a13_kabine_archaeologe_spiegel_ex_2_st_4;Whatever. It will be good enough for the people on the train.
texts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_mo_ex_1;Listen at the door
texts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_mo_ex_2;Examine the door
texts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_mo_used_mit_schluesselbund;Lock the door
sequences_a13_kabine_archaeologe_tuer_zum_grossraumwagen_ex_1#1;[The Arab lays his ear on the door, and listens (idle). Suddenly, from outside the door shakes, the Arab is startled.]
spokentexts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_ex_1_st_1;He doesn't give up easily.
spokentexts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_ex_2_st_1;Professor Lucien is at the door and he won't give up until he opens it.
spokentexts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_ex_2_st_2;That means I need another way out of here.
spokentexts_a13_kabine_archaeologe_tuer_zum_grossraumwagen_used_mit_schluesselbund_st_1;I already locked the door. You can lock it manually from inside. But you need a special key to open it from outside.
texts_a13_kabine_archaeologe_waschbecken_mo_ex_1;Examine the sink
spokentexts_a13_kabine_archaeologe_waschbecken_ex_1_st_2_direction;wonders if he can use it
spokentexts_a13_kabine_archaeologe_waschbecken_ex_1_st_2;The sink... sink... No. That won't help me now!
texts_a13_kabine_briefumschlag_nachricht_mo_inventar_1;Message
texts_a13_kabine_briefumschlag_nachricht_mo_used_mit_armeemesser;Open the mailer
spokentexts_a13_kabine_briefumschlag_nachricht_ex_1_st_1;The Raven's message for the great Nicolas Legrand.
spokentexts_a13_kabine_briefumschlag_nachricht_ex_1_st_2;I'd like to believe that it's important, but Inch would probably risk my life for a bad joke.
spokentexts_a13_kabine_briefumschlag_nachricht_used_mit_armeemesser_st_1;I'd better deliver the letter as it is.
spokentexts_a13_kabine_briefumschlag_nachricht_used_mit_armeemesser_st_2;Too much depends on ensuring that he trusts me.
texts_a13_kabine_briefumschlag_reiseunterlagen_mo_inventar_1;Travel documents
spokentexts_a13_kabine_briefumschlag_reiseunterlagen_ex_1_st_1;My ticket, some money and my passport that I need to fill out in Venice.
spokentexts_a13_kabine_briefumschlag_reiseunterlagen_ex_1_st_2;Blank passports are easy to get. A lot of people in Italy after the war needed new passports and they couldn't go to the authorities.
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_anfang#4;[The train runs past the camera as in the beginning of the game.]
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_anfang#5;[Cut back to the cabin.]
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt#0;[The Arab has just finished to put on the clothes of the conductor. He pulls on one sleeve, then he picks up the hat and wants to sit up straight. Suddenly from outside voices can be heard.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_1_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_1;Of course, Constable.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_2_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_2;You'll get in touch if you notice anything unusual, won't you professor?
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt#6;[The Arab places quick a foot inside the door and close it very slowly and carefully.]
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt#8;[The Arab looks up and thinks what he should do. At that moment someone tries to open the door from the outside. The door handle moves.]
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt#9;[The Arab is listening at the door (idle). The door handle moves up and down several times.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_3_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_3;What's this...?
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_4_direction;very quiet, muffled through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_4;What's the matter, sir?
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_5_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_5;The door! I can't open it!
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_6_direction;muffled through the door, gets louder
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_6;Ah, we'll sort it out somehow.
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt#14;[The Arab stops to listen, back to normal.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_7_direction;slightly frustrated
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_7;Damn. I can't let the professor see me.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_araber_wird_entdeckt_st_8;I shadowed him for days in London. He might recognize me!
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_1_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_1;Well, well let me have a look.
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer#1;[The door handle is moving again.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_2_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_2;You're sure this is your cabin?
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_3_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_3;It was a mistake! A mistake!
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer#4;[Ohi tries to open the door, no way. He kneels down, looks at the lock.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_4;The compartment is locked!
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_5_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_5;But... I didn't lock it.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_6_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_6;You didn't lock it?
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_7_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_7;I don't even have a key. I asked the steward. He was going to bring me one, but he never came back.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_8_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_8;Someone locked it.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_9_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_9;Find him!
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_10_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_10;Find the steward. He needs to bring me the key immediately!
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer#12;[Ohi gets up again.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_11_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_11;Calm down, professor. I'll see what I can do.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_12_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_12;You don't understand! I have to get back in my compartment!
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_13_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_13;Open the door or find the steward!
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_14_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_14;I'll see what I can do.
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_15_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer_st_15;Alright. Just wait here.
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_gespraech_vor_tuer#18;"[Continue with background sequence ""Wartender_Professor"".]"
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_wartender_professor#0;[Sometimes the doorknob again is used. The professor tries to open the door.]
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_wartender_professor#1;[Occasionally, it will be hit from the outside against the door.]
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_wartender_professor_st_1_direction;muffeld through the door
spokentexts_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_bgseq_wartender_professor_st_1;Open up!
sequences_a13_kabine_archaeologe_seq_a13_kabine_archaeologe_zurueck_von_draussen#0;[You can still see the rest of the animation, as he slide back into the cabin.]
texts_a13_kabine_archaeologe_grossraumwagen_mo_ex_1;Examine the saloon car
texts_a13_kabine_archaeologe_grossraumwagen_mo_use_1;Climb into the saloon car
spokentexts_a13_kabine_archaeologe_grossraumwagen_ex_1_st_1;This is the saloon car. The coal car and an old-fashioned steam engine are in front of it.
spokentexts_a13_kabine_archaeologe_grossraumwagen_use_1_st_1;There must be someone in the saloon car.
spokentexts_a13_kabine_archaeologe_grossraumwagen_use_1_st_2;They'd see me if I climbed along the side of the train!
texts_a13_kabine_archaeologe_kabine_baronin_mo_ex_1;Examine the baroness' cabin
texts_a13_kabine_archaeologe_kabine_baronin_mo_use_1;Climb into the baroness' cabin
spokentexts_a13_kabine_archaeologe_kabine_baronin_ex_1_st_1;That is the baroness' cabin. Inch is probably with her.
spokentexts_a13_kabine_archaeologe_kabine_baronin_use_1_st_1;I wouldn't mind jumping through the window and giving them both the surprise of a lifetime.
spokentexts_a13_kabine_archaeologe_kabine_baronin_use_1_st_2;But then the baroness would freak out and Inch would be forced to report the event to the police.
texts_a13_kabine_aussen_dach_mo_ex_1;Examine the roof
texts_a13_kabine_aussen_dach_mo_ex_2;Examine the air ducts
texts_a13_kabine_aussen_dach_mo_used_mit_handtuch;Throw the towel over the air duct
spokentexts_a13_kabine_aussen_dach_ex_1_st_1;If I stand up, my head is level with the roof.
spokentexts_a13_kabine_aussen_dach_ex_1_st_2;But the roof is too slanted and smooth to climb.
spokentexts_a13_kabine_aussen_dach_ex_2_st_1;Those are air ducts or something, but I can't reach them with my hands!
sequences_a13_kabine_aussen_dach_used_mit_handtuch#1;[The Arab pulls the towel out of his pocket.]
spokentexts_a13_kabine_aussen_dach_used_mit_handtuch_st_1_direction;exhales, gathers courage
spokentexts_a13_kabine_aussen_dach_used_mit_handtuch_st_1;Whew.
sequences_a13_kabine_aussen_dach_used_mit_handtuch#3;[The Arab lets with his left hand the safe grip and grabs the second end of the towel. He throws the towel over the vent. The Arab bounces himself and pulls himself with the towel on the roof. It is not easy, he must fight to reach the save place. During climbing up the Arab loses the towel which fliesoff the train. Arrived he lays  exhausted on his back (idle).]
spokentexts_a13_kabine_aussen_dach_used_mit_handtuch_st_2_direction;breathing hard, but happy
spokentexts_a13_kabine_aussen_dach_used_mit_handtuch_st_2;Hehehe. There's nothing quite like travelling on a train!
sequences_a13_kabine_aussen_dach_used_mit_handtuch#5;[The Arab struggles back his feets. And goes towards transport wagon out the picture.]
texts_a13_kabine_aussen_fenster_mo_use_1;Climb back into the cabin
spokentexts_a13_kabine_aussen_fenster_ex_1_st_1;I only have a few seconds before the door opens and Professor Lucien comes back into his cabin.
spokentexts_a13_kabine_aussen_fenster_ex_1_st_2;I'd better not be here when he does!
sequences_a13_kabine_aussen_fenster_use_1#1;[The Arab climbs back into the cab. Meanwhile scenes switch.]
sequences_a13_kabine_aussen_seq_a13_kabine_aussen_betreten#0;[The Arab, who has just climbed out of the window, gets up and holds him on the left hand inside. Because of the wind he must move forward a little (idle). In the second scene the Arab stands there idle.]
texts_a13_salonwagen_antenne_mo_inventar_1;Antenna
texts_a13_salonwagen_antenne_mo_inventar_2;Antenna with candy
texts_a13_salonwagen_antenne_mo_used_mit_karamellbonbon;Stick the candy to the antenna
texts_a13_salonwagen_antenne_mo_used_mit_spiegel_1;Combine the antenna with the mirror
texts_a13_salonwagen_antenne_mo_used_mit_spiegel_2__3;Stick the mirror to the antenna
spokentexts_a13_salonwagen_antenne_ex_1_st_1;A thin, short metal rod that can be extended... Something like that always comes in handy.
spokentexts_a13_salonwagen_antenne_ex_2_st_1;The butterscotch on the tip of the antenna is sticky as hell.
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_1_st_1;Hmpf. Ok If that's how it has to be.
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_1#2;[If the Arab is in the big wagon or in the lounge wagon, he goes to a position from which he can not be observed by the guests. (turns away, etc.) ]
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_1#3;[The Arab puts the candy into his mouth.]
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_1_st_2_direction;while sucking a sweet
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_1_st_2;That should do it.
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_1#5;[The Arab gets out the antenna,  grabs in his mouth and pushes the candy with some force to the tip of the antenna, so that the candy will stick.]
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_1_st_3;That did the trick!
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_1#7;[The Arab puts the antenna away.]
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_2_st_1;Hmpf. If I have to.
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_2#2;[The Arab puts the candy into his mouth.]
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_2_st_2_direction;while sucking a sweet
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_2_st_2;That should do it.
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_2#4;[The Arab gets out the antenna,  grabs in his mouth and pushes the candy with some force to the tip of the antenna, so that the candy will stick.]
spokentexts_a13_salonwagen_antenne_used_mit_karamellbonbon_2_st_3;That did the trick!
sequences_a13_salonwagen_antenne_used_mit_karamellbonbon_2#6;[The Arab puts the antenna away.]
spokentexts_a13_salonwagen_antenne_used_mit_spiegel_1_st_1;It would be useful... But how can I attach the mirror?
sequences_a13_salonwagen_antenne_used_mit_spiegel_2#1;[If the Arab is in the big wagon or in the lounge wagon, he goes to a position from which he can not be observed by the guests. (turns away, etc.) ]
spokentexts_a13_salonwagen_antenne_used_mit_spiegel_2_st_1;Okay. The candy is so sticky that it should hold the mirror without any trouble.
sequences_a13_salonwagen_antenne_used_mit_spiegel_2#3;[While the Arab still talks he will take out the antenna and press the mirror gently but forcefully against the antenna.]
spokentexts_a13_salonwagen_antenne_used_mit_spiegel_2_st_2;As I expected: it sticks!
sequences_a13_salonwagen_antenne_used_mit_spiegel_2#5;[The Arab puts the design back on.]
spokentexts_a13_salonwagen_antenne_used_mit_spiegel_3_st_1;Okay. The candy is so sticky that it'll hold the mirror without any trouble.
sequences_a13_salonwagen_antenne_used_mit_spiegel_3#2;[While the Arab still talks he will take, during kneeling, out the antenna and press the mirror gently but forcefully against the antenna.]
spokentexts_a13_salonwagen_antenne_used_mit_spiegel_3_st_2;As I expected: it sticks!
sequences_a13_salonwagen_antenne_used_mit_spiegel_3#4;[The Arab puts the design on while he's on the knees.]
sequences_a13_salonwagen_antenne_used_mit_spiegel_3#5;[Antenna and mirror disappers, objects Spiegel_an_Antenne comes into your inventory.]
texts_a13_salonwagen_bonbonschale_mo_ex;Examine the candy dish
texts_a13_salonwagen_bonbonschale_mo_take;Take a candy
spokentexts_a13_salonwagen_bonbonschale_ex_1_st_1;"A dish with ""old people's candy"". Butterscotch, I think."
sequences_a13_salonwagen_bonbonschale_take_1#1;[The Arab takes inconspicuous some sweets from the bowl and.]
texts_a13_salonwagen_kaffeekanne_mo_ex;Examine the coffee pot
texts_a13_salonwagen_kaffeekanne_mo_use;Use the coffee pot with...
sequences_a13_salonwagen_kaffeekanne_ex_1#1;[The Arab lifts the pot, swings it back and forth slightly. Then he takes off the lid and look inside.]
spokentexts_a13_salonwagen_kaffeekanne_ex_1_st_1;There's still some coffee left.
sequences_a13_salonwagen_kaffeekanne_ex_1#3;[The Arab grabs the lid back on the pot, places it.]
texts_a13_salonwagen_kaffeetasse_mo_ex_1__2;Examine the coffee cup
texts_a13_salonwagen_kaffeetasse_mo_use;Use the coffee cup with...
texts_a13_salonwagen_kaffeetasse_mo_used_mit_kaffeekanne;Pour some coffee
spokentexts_a13_salonwagen_kaffeetasse_ex_1_st_1;Even pigs get to drink from the finest porcelain.
spokentexts_a13_salonwagen_kaffeetasse_ex_2_st_1;If I mess with the doctor, I might blow my cover.
spokentexts_a13_salonwagen_kaffeetasse_ex_2_st_2_direction;"""Honored guest"" sarcastically"
spokentexts_a13_salonwagen_kaffeetasse_ex_2_st_2;So I'll have to grin and bear it and serve our esteemed passenger his coffee!
sequences_a13_salonwagen_kaffeetasse_use_1#1;[Shot of the doctor..]
sequences_a13_salonwagen_kaffeetasse_use_1#2;[The coffee now hangs on the cursor and can be used with the doctor.]
sequences_a13_salonwagen_kaffeetasse_used_mit_kaffeekanne_1#1;[The Arab picks up the coffee pot, keeps the lid firmly with one hand and fills the cup full. Then he puts the pot off again.]
spokentexts_a13_salonwagen_kaffeetasse_used_mit_kaffeekanne_2_st_1;The cup is full to the brim.
texts_a13_salonwagen_karamellbonbon_mo_inventar;Butterscotch
spokentexts_a13_salonwagen_karamellbonbon_ex_1_st_1;I don't really like butterscotch. I prefer fruity, sour flavors. Sour puts a smile on your face!
texts_a13_salonwagen_kofferradio_mo_ex;Examine the radio
texts_a13_salonwagen_kofferradio_mo_take;Take the radio
spokentexts_a13_salonwagen_kofferradio_ex_1_st_1;A small portable radio... Maybe for listening to the news or music.
spokentexts_a13_salonwagen_kofferradio_ex_1_st_2;But the reception would be poor for most of the trip.
spokentexts_a13_salonwagen_kofferradio_ex_2_st_1;A small portable radio... The reception is surprisingly good here in the mountains.
spokentexts_a13_salonwagen_kofferradio_take_1_st_1;I won't be able to use the radio, but the antenna, on the other hand...
spokentexts_a13_salonwagen_kofferradio_take_1_st_2;A thin, short metal rod that can be extended... Something like that might come in handy.
sequences_a13_salonwagen_kofferradio_take_1#5;[The Arab turns off the radio. The music stops. Then he looks around and then breaks quietly of the radio the antenna. Takes it in his pocket.]
sequences_a13_salonwagen_kofferradio_take_1#7;[The Arab looks around, then goes away quietly from the antenna to the radio and they can slip into a pocket.]
texts_a13_salonwagen_schublade_mo_ex_2__3;Search the drawer
texts_a13_salonwagen_schublade_mo_use_1;Open the drawer
texts_a13_salonwagen_schublade_mo_use_2;Open the drawer
texts_a13_salonwagen_schublade_mo_used_mit_schluesselbund;Use the drawer with the keychain
spokentexts_a13_salonwagen_schublade_ex_1_st_1;I could actually see myself working here for real. You travel a lot, get to know interesting people... I'd like that.
spokentexts_a13_salonwagen_schublade_ex_1_st_2;"And on the ""Orient"" Express, my appearance wouldn't be a problem for once."
spokentexts_a13_salonwagen_schublade_ex_2_st_1;Hmm. A lot of odds and ends. A hairnet, batteries, a half pack of cigarettes, an unused toothbrush.
spokentexts_a13_salonwagen_schublade_ex_2_st_2;The bartender probably has to serve as a jack-of-all-trades, like a concierge in a hotel.
spokentexts_a13_salonwagen_schublade_ex_2_st_3;So, is there anything useful?
sequences_a13_salonwagen_schublade_ex_2#4;[The Arab stirs a bit in the drawer.]
spokentexts_a13_salonwagen_schublade_ex_2_st_4;Here we go! A small shaving mirror!
sequences_a13_salonwagen_schublade_ex_2#6;[Arab grabs in, takes out the mirror, looks at him briefly and then puts it into the pocket.]
spokentexts_a13_salonwagen_schublade_ex_3_st_1;No... I don't need anything else.
sequences_a13_salonwagen_schublade_ex_3#2;[The Arab closes the drawer.]
sequences_a13_salonwagen_schublade_use_1#1;[The Arab opensthe drawer.]
sequences_a13_salonwagen_schublade_use_2#1;[The Arab grabs the drawer, tries to open it. It is locked.]
spokentexts_a13_salonwagen_schublade_use_2_st_1;Locked.
sequences_a13_salonwagen_schublade_used_mit_schluesselbund#1;[The Arab takes out the key ring, selects a key and unlock the drawer.]
spokentexts_a13_salonwagen_schublade_used_mit_schluesselbund_st_1;Let's see...
spokentexts_a13_salonwagen_schublade_used_mit_schluesselbund_st_2;It fits!
sequences_a13_salonwagen_schublade_used_mit_schluesselbund#4;[The Arab puts the key ring back on and opens the drawer.]
texts_a13_salonwagen_spiegel_an_antenne_mo_inventar_1;Antenna with mirror
spokentexts_a13_salonwagen_spiegel_an_antenne_ex_1_st_1;That's what I call DIY!
spokentexts_a13_salonwagen_spiegel_an_antenne_ex_1_st_2;The mirror is stuck to the top of the antenna, which I can extend about 60 centimeters.
texts_a13_salonwagen_spiegel_mo_inventar_1;Small mirror
texts_a13_salonwagen_spiegel_mo_inventar_2;Mirror with butterscotch
texts_a13_salonwagen_spiegel_mo_used_mit_antenne_1;Combine the mirror with the antenna
texts_a13_salonwagen_spiegel_mo_used_mit_antenne_2__3;Stick the mirror to the antenna
texts_a13_salonwagen_spiegel_mo_used_mit_karamellbonbon_1__2;Stick the butterscotch to the mirror
spokentexts_a13_salonwagen_spiegel_ex_1_st_1;The mirror is so small that I can hardly imagine how you'd shave with it. Especially on a moving train.
spokentexts_a13_salonwagen_spiegel_ex_2_st_1;The butterscotch is stuck to the back of the mirror!
sequences_a13_salonwagen_spiegel_used_mit_antenne_1#1;[Same sequence as below at the mirror.]
sequences_a13_salonwagen_spiegel_used_mit_antenne_2#1;[Same sequence as below at the mirror.]
sequences_a13_salonwagen_spiegel_used_mit_antenne_3#1;[Same sequence as below at the mirror.]
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_1#2;[If the Arab is in the big wagon or in the lounge wagon, he goes to a position from which he can not be observed by the guests. (turns away, etc.) ]
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_1#3;[The Arab puts the candy into his mouth.]
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_1_st_2_direction;while sucking a sweet
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_1_st_2;That should do the trick.
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_1#5;[The Arab takes out the mirror, grabs in his mouth and pushes the candy with some force on the back of the mirror, so that the candy will stick.]
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_1_st_3;It sticks!
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_1#7;[The Arab puts the mirror away.]
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_2_st_1;Hmpf. If I have to.
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_2#2;[The Arab put himself kneeling the candy in his mouth.]
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_2_st_2_direction;while sucking a sweet
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_2_st_2;That should do it.
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_2#4;[The Arab kneeling takes the mirror, grabs in  his mouth and pushes the candy with some force on the back of the mirror, so that the candy will stick.]
spokentexts_a13_salonwagen_spiegel_used_mit_karamellbonbon_2_st_3;It sticks!
sequences_a13_salonwagen_spiegel_used_mit_karamellbonbon_2#6;[The Arab put the mirror away while he kneels.]
texts_a13_salonwagen_spirituosen_mo_ex_1__2;Examine the spirits
